trial,width,offset,ext_offset,glitch_repeat,status,clean_output,output,fault_byte_count,fault_byte_positions_0_indexed
18,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
19,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
20,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
21,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
22,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
23,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
24,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
25,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
26,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
27,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
28,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
29,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
30,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
31,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
32,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
33,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
34,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
35,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
36,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
37,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
38,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
39,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
40,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
41,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
42,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
43,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
44,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
45,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
46,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
47,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
48,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
49,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
50,3,-3.2,63,1,normal,010607050d020301,010607050d020301,0,
1,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
2,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
3,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
4,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
5,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
6,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
7,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
8,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
9,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
10,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
11,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
12,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
13,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
14,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
15,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
16,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
17,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
18,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
19,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
20,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
21,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
22,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
23,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
24,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
25,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
26,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
27,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
28,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
29,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
30,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
31,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
32,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
33,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
34,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
35,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
36,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
37,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
38,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
39,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
40,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
41,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
42,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
43,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
44,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
45,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
46,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
47,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
48,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
49,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
50,3,-3,63,1,normal,010607050d020301,010607050d020301,0,
