trial,width,offset,ext_offset,repeat,status,clean_output,output,fault_byte_count,fault_byte_positions_0_indexed
439,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
440,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
441,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
442,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
443,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
444,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
445,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
446,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
447,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
448,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
449,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
450,2,-3,63,1,no_response,010716050d031201,,0,
451,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
452,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
453,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
454,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
455,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
456,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
457,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
458,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
459,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
460,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
461,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
462,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
463,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
464,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
465,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
466,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
467,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
468,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
469,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
470,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
471,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
472,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
473,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
474,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
475,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
476,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
477,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
478,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
479,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
480,2,-3,63,1,no_response,010716050d031201,,0,
481,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
482,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
483,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
484,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
485,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
486,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
487,2,-3,63,1,fault,010716050d031201,01071605090b1a09,4,4;5;6;7
488,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
489,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
490,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
491,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
492,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
493,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
494,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
495,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
496,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
497,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
498,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
499,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
500,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
501,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
502,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
503,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
504,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
505,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
506,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
507,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
508,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
509,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
510,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
511,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
512,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
513,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
514,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
515,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
516,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
517,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
518,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
519,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
520,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
521,2,-3,63,1,no_response,010716050d031201,,0,
522,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
523,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
524,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
525,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
526,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
527,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
528,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
529,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
530,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
531,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
532,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
533,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
534,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
535,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
536,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
537,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
538,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
539,2,-3,63,1,no_response,010716050d031201,,0,
540,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
541,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
542,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
543,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
544,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
545,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
546,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
547,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
548,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
549,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
550,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
551,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
552,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
553,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
554,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
555,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
556,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
557,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
558,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
559,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
560,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
561,2,-3,63,1,no_response,010716050d031201,,0,
562,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
563,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
564,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
565,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
566,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
567,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
568,2,-3,63,1,no_response,010716050d031201,,0,
569,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
570,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
571,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
572,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
573,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
574,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
575,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
576,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
577,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
578,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
579,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
580,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
581,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
582,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
583,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
584,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
585,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
586,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
587,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
588,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
589,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
590,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
591,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
592,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
593,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
594,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
595,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
596,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
597,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
598,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
599,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
600,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
601,2,-3,63,1,no_response,010716050d031201,,0,
602,2,-3,63,1,no_response,010716050d031201,,0,
603,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
604,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
605,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
606,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
607,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
608,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
609,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
610,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
611,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
612,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
613,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
614,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
615,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
616,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
617,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
618,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
619,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
620,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
621,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
622,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
623,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
624,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
625,2,-3,63,1,no_response,010716050d031201,,0,
626,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
627,2,-3,63,1,no_response,010716050d031201,,0,
628,2,-3,63,1,no_response,010716050d031201,,0,
629,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
630,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
631,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
632,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
633,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
634,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
635,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
636,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
637,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
638,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
639,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
640,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
641,2,-3,63,1,no_response,010716050d031201,,0,
642,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
643,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
644,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
645,2,-3,63,1,no_response,010716050d031201,,0,
646,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
647,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
648,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
649,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
650,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
651,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
652,2,-3,63,1,no_response,010716050d031201,,0,
653,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
654,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
655,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
656,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
657,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
658,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
659,2,-3,63,1,no_response,010716050d031201,,0,
660,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
661,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
662,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
663,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
664,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
665,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
666,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
667,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
668,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
669,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
670,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
671,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
672,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
673,2,-3,63,1,no_response,010716050d031201,,0,
674,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
675,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
676,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
677,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
678,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
679,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
680,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
681,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
682,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
683,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
684,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
685,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
686,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
687,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
688,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
689,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
690,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
691,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
692,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
693,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
694,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
695,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
696,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
697,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
698,2,-3,63,1,no_response,010716050d031201,,0,
699,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
700,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
701,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
702,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
703,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
704,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
705,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
706,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
707,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
708,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
709,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
710,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
711,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
712,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
713,2,-3,63,1,no_response,010716050d031201,,0,
714,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
715,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
716,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
717,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
718,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
719,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
720,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
721,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
722,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
723,2,-3,63,1,no_response,010716050d031201,,0,
724,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
725,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
726,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
727,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
728,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
729,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
730,2,-3,63,1,no_response,010716050d031201,,0,
731,2,-3,63,1,no_response,010716050d031201,,0,
732,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
733,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
734,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
735,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
736,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
737,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
738,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
739,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
740,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
741,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
742,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
743,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
744,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
745,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
746,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
747,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
748,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
749,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
750,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
751,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
752,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
753,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
754,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
755,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
756,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
757,2,-3,63,1,no_response,010716050d031201,,0,
758,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
759,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
760,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
761,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
762,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
763,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
764,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
765,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
766,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
767,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
768,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
769,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
770,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
771,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
772,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
773,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
774,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
775,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
776,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
777,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
778,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
779,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
780,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
781,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
782,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
783,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
784,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
785,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
786,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
787,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
788,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
789,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
790,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
791,2,-3,63,1,no_response,010716050d031201,,0,
792,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
793,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
794,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
795,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
796,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
797,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
798,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
799,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
800,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
801,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
802,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
803,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
804,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
805,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
806,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
807,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
808,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
809,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
810,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
811,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
812,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
813,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
814,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
815,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
816,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
817,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
818,2,-3,63,1,no_response,010716050d031201,,0,
819,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
820,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
821,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
822,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
823,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
824,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
825,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
826,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
827,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
828,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
829,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
830,2,-3,63,1,fault,010716050d031201,0107160509081808,4,4;5;6;7
831,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
832,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
833,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
834,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
835,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
836,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
837,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
838,2,-3,63,1,no_response,010716050d031201,,0,
839,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
840,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
841,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
842,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
843,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
844,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
845,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
846,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
847,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
848,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
849,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
850,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
851,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
852,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
853,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
854,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
855,2,-3,63,1,no_response,010716050d031201,,0,
856,2,-3,63,1,no_response,010716050d031201,,0,
857,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
858,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
859,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
860,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
861,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
862,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
863,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
864,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
865,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
866,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
867,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
868,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
869,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
870,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
871,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
872,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
873,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
874,2,-3,63,1,fault,010716050d031201,010716050d001000,3,5;6;7
875,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
876,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
877,2,-3,63,1,normal,010716050d031201,010716050d031201,0,
