trial,width,offset,ext_offset,glitch_repeat,status,clean_output,output,fault_byte_count,fault_byte_positions_0_indexed
3,4,0,63,1,normal,010607050d020301,010607050d020301,0,
4,4,0,63,1,normal,010607050d020301,010607050d020301,0,
5,4,0,63,1,normal,010607050d020301,010607050d020301,0,
6,4,0,63,1,normal,010607050d020301,010607050d020301,0,
7,4,0,63,1,normal,010607050d020301,010607050d020301,0,
8,4,0,63,1,normal,010607050d020301,010607050d020301,0,
9,4,0,63,1,normal,010607050d020301,010607050d020301,0,
10,4,0,63,1,normal,010607050d020301,010607050d020301,0,
1,4,1,63,1,normal,010607050d020301,010607050d020301,0,
2,4,1,63,1,normal,010607050d020301,010607050d020301,0,
3,4,1,63,1,normal,010607050d020301,010607050d020301,0,
4,4,1,63,1,normal,010607050d020301,010607050d020301,0,
5,4,1,63,1,normal,010607050d020301,010607050d020301,0,
6,4,1,63,1,normal,010607050d020301,010607050d020301,0,
7,4,1,63,1,normal,010607050d020301,010607050d020301,0,
8,4,1,63,1,normal,010607050d020301,010607050d020301,0,
9,4,1,63,1,normal,010607050d020301,010607050d020301,0,
10,4,1,63,1,normal,010607050d020301,010607050d020301,0,
1,5,-4,63,1,normal,010607050d020301,010607050d020301,0,
2,5,-4,63,1,normal,010607050d020301,010607050d020301,0,
3,5,-4,63,1,normal,010607050d020301,010607050d020301,0,
4,5,-4,63,1,normal,010607050d020301,010607050d020301,0,
5,5,-4,63,1,normal,010607050d020301,010607050d020301,0,
6,5,-4,63,1,normal,010607050d020301,010607050d020301,0,
7,5,-4,63,1,normal,010607050d020301,010607050d020301,0,
8,5,-4,63,1,normal,010607050d020301,010607050d020301,0,
9,5,-4,63,1,normal,010607050d020301,010607050d020301,0,
10,5,-4,63,1,normal,010607050d020301,010607050d020301,0,
1,5,-3,63,1,normal,010607050d020301,010607050d020301,0,
2,5,-3,63,1,normal,010607050d020301,010607050d020301,0,
3,5,-3,63,1,normal,010607050d020301,010607050d020301,0,
4,5,-3,63,1,normal,010607050d020301,010607050d020301,0,
5,5,-3,63,1,normal,010607050d020301,010607050d020301,0,
6,5,-3,63,1,normal,010607050d020301,010607050d020301,0,
7,5,-3,63,1,normal,010607050d020301,010607050d020301,0,
8,5,-3,63,1,normal,010607050d020301,010607050d020301,0,
9,5,-3,63,1,normal,010607050d020301,010607050d020301,0,
10,5,-3,63,1,normal,010607050d020301,010607050d020301,0,
1,5,-2,63,1,normal,010607050d020301,010607050d020301,0,
2,5,-2,63,1,normal,010607050d020301,010607050d020301,0,
3,5,-2,63,1,normal,010607050d020301,010607050d020301,0,
4,5,-2,63,1,normal,010607050d020301,010607050d020301,0,
5,5,-2,63,1,normal,010607050d020301,010607050d020301,0,
6,5,-2,63,1,normal,010607050d020301,010607050d020301,0,
7,5,-2,63,1,normal,010607050d020301,010607050d020301,0,
8,5,-2,63,1,normal,010607050d020301,010607050d020301,0,
9,5,-2,63,1,normal,010607050d020301,010607050d020301,0,
10,5,-2,63,1,normal,010607050d020301,010607050d020301,0,
1,5,-1,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
2,5,-1,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
3,5,-1,63,1,normal,010607050d020301,010607050d020301,0,
4,5,-1,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
5,5,-1,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
6,5,-1,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
7,5,-1,63,1,normal,010607050d020301,010607050d020301,0,
8,5,-1,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
9,5,-1,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
10,5,-1,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
1,5,0,63,1,normal,010607050d020301,010607050d020301,0,
2,5,0,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
3,5,0,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
4,5,0,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
5,5,0,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
6,5,0,63,1,normal,010607050d020301,010607050d020301,0,
7,5,0,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
8,5,0,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
9,5,0,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
10,5,0,63,1,fault,010607050d020301,010607050d010100,3,5;6;7
1,5,1,63,1,normal,010607050d020301,010607050d020301,0,
2,5,1,63,1,normal,010607050d020301,010607050d020301,0,
3,5,1,63,1,normal,010607050d020301,010607050d020301,0,
4,5,1,63,1,normal,010607050d020301,010607050d020301,0,
5,5,1,63,1,normal,010607050d020301,010607050d020301,0,
6,5,1,63,1,normal,010607050d020301,010607050d020301,0,
7,5,1,63,1,normal,010607050d020301,010607050d020301,0,
8,5,1,63,1,normal,010607050d020301,010607050d020301,0,
9,5,1,63,1,normal,010607050d020301,010607050d020301,0,
10,5,1,63,1,normal,010607050d020301,010607050d020301,0,
