global_trial,setting_trial,width,offset,ext_offset,repeat,status,model_match,randomness_word_hex,randomness_bytes_hex,input_packet_hex,input_w0,input_w1,input_w2,input_w3,expected_hw_output,expected_sw_output,glitched_output,expected_fault_model_output,fault_byte_count,fault_byte_positions_0_indexed,xor_diffs_hex,expected_z0,expected_z1,glitched_z0,glitched_z1,model_fault_z0,model_fault_z1
225,25,-12,12,66,1,normal,normal_no_fault,0x9c72f8c0,c0f8729c,1a9fa6c994dde14aee70f0ea5e9088f2,0xc9a69f1a,0x4ae1dd94,0xeaf070ee,0xf288905e,d468f2de5428b2de,d468f2de5428b2de,d468f2de5428b2de,d468f2decae8d254,0,,,0xdef268d4,0xdeb22854,0xdef268d4,0xdeb22854,0xdef268d4,0x54d2e8ca
226,26,-12,12,66,1,normal,normal_no_fault,0x5eaf33b7,b733af5e,ece7ecb36050b18dee9146df38826dda,0xb3ece7ec,0x8db15060,0xdf4691ee,0xda6d8238,97338ed6132087d2,97338ed6132087d2,97338ed6132087d2,97338ed65bb2ebcd,0,,,0xd68e3397,0xd2872013,0xd68e3397,0xd2872013,0xd68e3397,0xcdebb25b
227,27,-12,12,66,1,normal,normal_no_fault,0xea4cb16a,6ab14cea,39bd21bfa910aefe2e8e85fdeec96b62,0xbf21bd39,0xfeae10a9,0xfd858e2e,0x626bc9ee,c2b1668842b4e889,c2b1668842b4e889,c2b1668842b4e889,c2b16688423d4d57,0,,,0x8866b1c2,0x89e8b442,0x8866b1c2,0x89e8b442,0x8866b1c2,0x574d3d42
228,28,-12,12,66,1,normal,normal_no_fault,0x3f217516,1675213f,05aa3717c042a45b9a273d0fa2760e29,0x1737aa05,0x5ba442c0,0x0f3d279a,0x290e76a2,9637253696773632,9637253696773632,9637253696773632,9637253616571438,0,,,0x36253796,0x32367796,0x36253796,0x32367796,0x36253796,0x38145716
229,29,-12,12,66,1,normal,normal_no_fault,0xd5dc55ec,ec55dcd5,d03d668ab48ca480a9cc541d78b115ac,0x8a663dd0,0x80a48cb4,0x1d54cca9,0xac15b178,dcd5d8559ce49855,dcd5d8559ce49855,dcd5d8559ce49855,dcd5d8556c5998dd,0,,,0x55d8d5dc,0x5598e49c,0x55d8d5dc,0x5598e49c,0x55d8d5dc,0xdd98596c
230,30,-12,12,66,1,normal,normal_no_fault,0x654f00d8,d8004f65,dd6ff321e0857e752b7b2e06450d3a8d,0x21f36fdd,0x757e85e0,0x062e7b2b,0x8d3a0d45,98057560b4677160,98057560b4677160,98057560b4677160,98057560d16b6d65,0,,,0x60750598,0x607167b4,0x60750598,0x607167b4,0x60750598,0x656d6bd1
231,31,-12,12,66,1,normal,normal_no_fault,0x2cff21d9,d921ff2c,c698ad121cabdd5afd761f2589f9a5f3,0x12ad98c6,0x5addab1c,0x251f76fd,0xf3a5f989,d1887a7e818b4a3e,d1887a7e818b4a3e,d1887a7e818b4a3e,d1887a7e1d31f22c,0,,,0x7e7a88d1,0x3e4a8b81,0x7e7a88d1,0x3e4a8b81,0x7e7a88d1,0x2cf2311d
232,32,-12,12,66,1,normal,normal_no_fault,0x5c08b89b,9bb8085c,cd1f22e93688d1469dceb569be5f42b6,0xe9221fcd,0x46d18836,0x69b5ce9d,0xb6425fbe,adb0485a8e21bbd5,adb0485a8e21bbd5,adb0485a8e21bbd5,adb0485a16b62835,0,,,0x5a48b0ad,0xd5bb218e,0x5a48b0ad,0xd5bb218e,0x5a48b0ad,0x3528b616
233,33,-12,12,66,1,normal,normal_no_fault,0x99385f35,355f3899,4582e03561db9ef3d34333ff6548b873,0x35e08245,0xf39edb61,0xff3343d3,0x73b84865,5417a0ea701eaa6e,5417a0ea701eaa6e,5417a0ea701eaa6e,5417a0ea745d18ac,0,,,0xeaa01754,0x6eaa1e70,0xeaa01754,0x6eaa1e70,0xeaa01754,0xac185d74
234,34,-12,12,66,1,normal,normal_no_fault,0x1c0ec153,53c10e1c,cb75cd95e1ef0be5defe90300e237e26,0x95cd75cb,0xe50befe1,0x3090fede,0x267e230e,53e20438537ac228,53e20438537ac228,53e20438537ac228,53e2043899b58e0c,0,,,0x3804e253,0x28c27a53,0x3804e253,0x28c27a53,0x3804e253,0x0c8eb599
235,35,-12,12,66,1,normal,normal_no_fault,0x001293b2,b2931200,e7026ae2490fc2cbfc2352cc30e385dc,0xe26a02e7,0xcbc20f49,0xcc5223fc,0xdc85e330,b29092c83e9012c8,b29092c83e9012c8,b29092c83e9012c8,b29092c8569150c0,0,,,0xc89290b2,0xc812903e,0xc89290b2,0xc812903e,0xc89290b2,0xc0509156
236,36,-12,12,66,1,normal,normal_no_fault,0xf892a71b,1ba792f8,221fa77b818ec012e927b09b62d6b1ac,0x7ba71f22,0x12c08e81,0x9bb027e9,0xacb1d662,1b2112f898b013d9,1b2112f898b013d9,1b2112f898b013d9,1b2112f83ba032e3,0,,,0xf812211b,0xd913b098,0xf812211b,0xd913b098,0xf812211b,0xe332a03b
237,37,-12,12,66,1,normal,normal_no_fault,0x4b1fb5aa,aab51f4b,359a91e576f49189713b75dbee46ecff,0xe5919a35,0x8991f476,0xdb753b71,0xffec46ee,ccf19fc2cf9d9fe6,ccf19fc2cf9d9fe6,ccf19fc2cf9d9fe6,ccf19fc29baf0e8a,0,,,0xc29ff1cc,0xe69f9dcf,0xc29ff1cc,0xe69f9dcf,0xc29ff1cc,0x8a0eaf9b
238,38,-12,12,66,1,normal,normal_no_fault,0xe7ebc470,70c4ebe7,fb1c3a00cad531755deca9263f5dda53,0x003a1cfb,0x7531d5ca,0x26a9ec5d,0x53da5d3f,7a91fbb65a10f8c3,7a91fbb65a10f8c3,7a91fbb65a10f8c3,7a91fbb629c8c3e7,0,,,0xb6fb917a,0xc3f8105a,0xb6fb917a,0xc3f8105a,0xb6fb917a,0xe7c3c829
239,39,-12,12,66,1,normal,normal_no_fault,0xe01afd1e,1efd1ae0,a3c1b65831600f6605945a5c7456d517,0x58b6c1a3,0x660f6031,0x5c5a9405,0x17d55674,2ebd1fe63e3d96ec,2ebd1fe63e3d96ec,2ebd1fe63e3d96ec,2ebd1fe61f7d08b8,0,,,0xe61fbd2e,0xec963d3e,0xe61fbd2e,0xec963d3e,0xe61fbd2e,0xb8087d1f
240,40,-12,12,66,1,normal,normal_no_fault,0x4772d2d4,d4d27247,fb781b8a472ebb67ce59cbf5c890fc75,0x8a1b78fb,0x67bb2e47,0xf5cb59ce,0x75fc90c8,94d2ca229092eaa2,94d2ca229092eaa2,94d2ca229092eaa2,94d2ca221e8a79c7,0,,,0x22cad294,0xa2ea9290,0x22cad294,0xa2ea9290,0x22cad294,0xc7798a1e
241,41,-12,12,66,1,normal,normal_no_fault,0x7001ef2d,2def0170,28b7accc7b9d49d45d7d7360ebc00f24,0xccacb728,0xd4499d7b,0x60737d5d,0x240fc0eb,466f087454476c74,466f087454476c74,466f087454476c74,466f087425da2130,0,,,0x74086f46,0x746c4754,0x74086f46,0x746c4754,0x74086f46,0x3021da25
242,42,-12,12,66,1,normal,normal_no_fault,0xaa37d354,54d337aa,1d1930ab290145c631ef05cdb8faeb41,0xab30191d,0xc6450129,0xcd05ef31,0x41ebfab8,7cd376ea7cc312e6,7cd376ea7cc312e6,7cd376ea7cc312e6,7cd376ea45da3723,0,,,0xea76d37c,0xe612c37c,0xea76d37c,0xe612c37c,0xea76d37c,0x2337da45
243,43,-12,12,66,1,normal,normal_no_fault,0x0cc245f9,f945c20c,a3c2d10529b45f3014e1b934fa36c080,0x05d1c2a3,0x305fb429,0x34b9e114,0x80c036fa,d171820c5b278a38,d171820c5b278a38,d171820c5b278a38,d171820cf9855308,0,,,0x0c8271d1,0x388a275b,0x0c8271d1,0x388a275b,0x0c8271d1,0x085385f9
244,44,-12,12,66,1,normal,normal_no_fault,0xc8101e72,721e10c8,7538feec7ee7b70927f8169db977b08c,0xecfe3875,0x09b7e77e,0x9d16f827,0x8cb077b9,4a79a0c040f6a0c1,4a79a0c040f6a0c1,4a79a0c040f6a0c1,4a79a0c057260644,0,,,0xc0a0794a,0xc1a0f640,0xc0a0794a,0xc1a0f640,0xc0a0794a,0x44062657
245,45,-12,12,66,1,normal,normal_no_fault,0x603770a0,a0703760,713aa38f471f8a84c3c3cff96a80005e,0x8fa33a71,0x848a1f47,0xf9cfc3c3,0x5e00806a,e2703764c2713e67,e2703764c2713e67,e2703764c2713e67,e2703764e172b4e9,0,,,0x643770e2,0x673e71c2,0x643770e2,0x673e71c2,0x643770e2,0xe9b472e1
