trial,width,offset,ext_offset,repeat,status,randomness_hex,input_packet_hex,input_w0,input_w1,input_w2,input_w3,expected_output,glitched_output,fault_byte_count,fault_byte_positions_0_indexed,xor_diffs_hex
253,3,-6,62,5,fault,28db3987,538a37d9a811cf56053fe28c96a1c1e5,0xd9378a53,0x56cf11a8,0x8ce23f05,0xe5c1a196,a8daf8c33b40d8ca,0000000028cafb83,8,0;1;2;3;4;5;6;7,a8;da;f8;c3;13;8a;23;49
254,3,-6,62,5,fault,5b485917,a9a15aa5aa5475f7869d4f4462a9dbbb,0xa55aa1a9,0xf77554aa,0x444f9d86,0xbbdba962,794808a4797c0cf6,0000000004890a00,8,0;1;2;3;4;5;6;7,79;48;08;a4;7d;f5;06;f6
255,3,-6,62,5,fault,33c51877,c7938f3c29780bd0b02a5c2a5e7223b1,0x3c8f93c7,0xd00b7829,0x2a5c2ab0,0xb123725e,3bb51be7d5fd1f6f,0000000013ed1077,8,0;1;2;3;4;5;6;7,3b;b5;1b;e7;c6;10;0f;18
256,3,-6,62,5,fault,b4d7bce4,e46edfb22f1564614281187c3d59fe4f,0xb2df6ee4,0x6164152f,0x7c188142,0x4ffe593d,99c6d8a5d29e7ab6,000000004080181c,8,0;1;2;3;4;5;6;7,99;c6;d8;a5;92;1e;62;aa
257,3,-6,62,5,fault,3a01626f,f10986cd68d013b7c45a17be9d1a3b35,0xcd8609f1,0xb713d068,0xbe175ac4,0x353b1a9d,3211715a2b517550,00000000840a0408,8,0;1;2;3;4;5;6;7,32;11;71;5a;af;5b;71;58
258,3,-6,62,5,fault,902fe32a,779f3d55f6d7b9ca248d80d20fe87f98,0x553d9f77,0xcab9d7f6,0xd2808d24,0x987fe80f,96efdaa297af5ea8,0000000000080010,8,0;1;2;3;4;5;6;7,96;ef;da;a2;97;a7;5e;b8
259,3,-6,62,5,fault,0f0f1a9c,8705325e62a05cb067cf84ba3aed5870,0x5e320587,0xb05ca062,0xba84cf67,0x7058ed3a,2daf42ac688f0e66,00000000054f800a,8,0;1;2;3;4;5;6;7,2d;af;42;ac;6d;c0;8e;6c
260,3,-6,62,5,fault,760ce221,277ea6b4a01774018b251806e37b69af,0xb4a67e27,0x017417a0,0x0618258b,0xaf697be3,d61f8220d657d281,000000000b200806,8,0;1;2;3;4;5;6;7,d6;1f;82;20;dd;77;da;87
261,3,-6,62,5,fault,c313a77f,c88698856410da638996861e9708738d,0x859886c8,0x63da1064,0x1e869689,0x8d730897,c713f57ecb85b5fc,000000008986041c,8,0;1;2;3;4;5;6;7,c7;13;f5;7e;42;03;b1;e0
262,3,-6,62,5,fault,6f7f030f,07ed452e5971d57b61d86da7649a2838,0x2e45ed07,0x7bd57159,0xa76dd861,0x38289a64,2f6f03372b6f0322,000000002e2f462c,8,0;1;2;3;4;5;6;7,2f;6f;03;37;05;40;45;0e
263,3,-6,62,5,fault,a4f8e811,78dbd582ae6d8e51c6c9710b86951f27,0x82d5db78,0x518e6dae,0x0b71c9c6,0x271f9586,22fde61062e9ac10,0000000022b1e810,7,0;1;2;3;4;5;6,22;fd;e6;10;40;58;44
264,3,-6,62,5,fault,f82629f5,b52885ed7bb2793f6614e0e1c0171681,0xed8528b5,0x3f79b27b,0xe1e01466,0x811617c0,b83439f43e36cdb4,00000000040480c0,8,0;1;2;3;4;5;6;7,b8;34;39;f4;3a;32;4d;74
265,3,-6,62,5,fault,337dbe39,0acefafe32856bad1704cd6dd47e9ae4,0xfeface0a,0xad6b8532,0x6dcd0417,0xe49a7ed4,2379b49d2333a59c,000000002179f714,8,0;1;2;3;4;5;6;7,23;79;b4;9d;02;4a;52;88
266,3,-6,62,5,fault,7627f8f7,d773bc7efb5c756e54dbf1893e97b3f0,0x7ebc73d7,0x6e755cfb,0x89f1db54,0xf0b3973e,4c33c997643f8987,00000000267f89ff,7,0;1;2;3;4;5;7,4c;33;c9;97;42;40;78
267,3,-6,62,5,fault,4a189ffb,d8759e255c43718c0e4396dab2746b3b,0x259e75d8,0x8c71435c,0xda96430e,0x3b6b74b2,5a58fef3de6e1352,0000000002008652,7,0;1;2;3;4;5;6,5a;58;fe;f3;dc;6e;95
268,3,-6,62,5,fault,115de43d,10f55192b311966e8a624fdebaf51663,0x9251f510,0x6e9611b3,0xde4f628a,0x6316f5ba,a34cf25f83c8b3e3,0000000008624990,8,0;1;2;3;4;5;6;7,a3;4c;f2;5f;8b;aa;fa;73
